Gateron 45pc Low Profile Switches - Qty 1 - $14.80 - https://www.gateron.co/products/gateron-low-profile-mechanical-switch-set?variant=41935580856409 - $14.80 plus tax and shipping (yes i checked aliexpress surprisingly more expensive)
RaspberryPi Pico - Qty 1 - $3.99 - https://www.microcenter.com/product/683268/raspberry-pi-pico-2
1N4148 Diodes - Qty 1 - $2.55 - https://www.aliexpress.us/item/3256811580628264.html?spm=a2g0o.detail.0.0.341aNGoFNGoF3M&mp=1&pdp_npi=6%40dis%21USD%21USD+2.67%21USD+2.55%21%21USD+2.55%21%21%21%402103128917885760044067095e0fc2%2112000056498191665%21ct%21US%217913936395%21%211%210%21&_gl=1*1bxnpni*_gcl_aw*R0NMLjE3ODU2OTc4MDEuQ2p3S0NBancxYnZUQmhCYkVpd0F6YlA4TDVvWFdsVEdtUjI4R1BRSmwyUWk4cEUyZVhCWDQ0dmFwVGtkMUNrQXZKM0RWWHBtRm1uVk1Sb0NXcmNRQXZEX0J3RQ..*_gcl_dc*R0NMLjE3ODU2OTc4MDEuQ2p3S0NBancxYnZUQmhCYkVpd0F6YlA4TDVvWFdsVEdtUjI4R1BRSmwyUWk4cEUyZVhCWDQ0dmFwVGtkMUNrQXZKM0RWWHBtRm1uVk1Sb0NXcmNRQXZEX0J3RQ..*_gcl_au*MTUzODk4NTcyOS4xNzg1Mjc2MDQ1*_ga*NTk3ODA2OTIzLjE3ODg1NzU4ODk.*_ga_VED1YSGNC7*czE3ODg1NzU4ODgkbzEkZzEkdDE3ODg1NzYwNzIkajM3JGwwJGgw&gatewayAdapt=glo2usa
6mm Black Spacer with M3 Hole (10) - Qty 1 - $4.99 - https://store.rc4wd.com/6mm-Black-Spacer-with-M3-Hole-10_p_3194.html?srsltid=AfmBOoqH7F5Xpw8yPcenj3XXh5sphhur0Rbc_zgR6sVAc7mmqkGbVLgmTn0
Gateron Low Profile Keycaps - Qty 1 - $14.25 - https://www.aliexpress.us/item/3256809766014418.html?spm=a2g0o.productlist.main.14.5c6a4390Vncuyb&algo_pvid=d5546f45-0ebc-49a9-9e92-8288f4f017a3&algo_exp_id=d5546f45-0ebc-49a9-9e92-8288f4f017a3-13&pdp_ext_f=%7B"order"%3A"44"%2C"eval"%3A"1"%2C"fromPage"%3A"search"%7D&pdp_npi=6%40dis%21USD%2122.98%2114.25%21%21%21153.54%2195.19%21%402103292b17885759864581094e0eb1%2112000050668397359%21sea%21US%217913936395%21X%211%210%21n_tag%3A-29911%3Bd%3A72ddbc68%3Bm03_new_user%3A-29895&curPageLogUid=WcqnlIe2rm7G&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009952329170%7C_p_origin_prod%3A&_gl=1*vv03sx*_gcl_au*MTUzODk4NTcyOS4xNzg1Mjc2MDQ1*_ga*NTk3ODA2OTIzLjE3ODg1NzU4ODk.*_ga_VED1YSGNC7*czE3ODg1NzU4ODgkbzEkZzEkdDE3ODg1NzU5ODgkajYwJGwwJGgw
PCB - Qty 1 - $22.45 - https://cart.jlcpcb.com/quote?spm=Jlcpcb.Homepage.1006&spm=Jlcpcb.Homepage.1006 - Orginialy 15.70 but more because of other fees
Heatset inserts (3mm tall M3) - Qty 1 - $3.08 - https://www.ebay.com/itm/295558189734?chn=ps&mkevt=1&mkcid=28&var=593627714604&google_free_listing_action=view_item&srsltid=AfmBOorGzjU-pQTsdazr9OORwEimQmrECnNMgxA2C1BF-I6Aza411wohgBQ
M3 Screws 10mm - Qty 1 - $3.14 - https://www.ebay.com/itm/298285955279?chn=ps&mkevt=1&mkcid=28&var=595257019325&google_free_listing_action=view_item&srsltid=AfmBOopoTEYA0Mk5NI9k5YgH4vdj8v3qQO4QF6d9_cj3VE55HXafFiCaGdI
OLED and 3D Printed Parts I already have on hand
Sub Total: $69.25 plus tax and shipping (~30) so:
~$90
